wconfid,pctid,x,y,z,mag
1,25,0.945,-0.063,-0.117,0.954297124
1,25,1.016,0.066,-0.113,1.024392991
1,25,0.977,0.105,-0.152,0.994312828
1,25,1.043,0.105,-0.113,1.05434482
1,25,1,0.023,-0.137,1.009602892
1,25,0.984,-0.066,-0.125,0.994101101
1,25,0.977,-0.125,-0.125,0.992864039
1,25,0.996,0.027,-0.145,1.00686146
1,25,0.984,-0.078,-0.121,0.994475239
1,25,0.926,-0.035,-0.125,0.935054009
1,25,0.988,0.051,-0.141,0.999312764
1,25,0.977,-0.039,-0.113,0.984286036
1,25,0.98,-0.121,-0.145,0.998031062
1,25,0.988,0.086,-0.137,1.001153834
1,25,1.051,-0.016,-0.113,1.05717832
1,25,1.008,-0.152,-0.168,1.03314665
1,25,1,0.078,-0.133,1.011816683
1,25,1.02,-0.008,-0.125,1.027661909
1,25,0.973,-0.141,-0.148,0.994240414
1,25,0.984,0.09,-0.121,0.995488322
1,25,1.02,0.012,-0.113,1.026310382
1,25,0.988,0.109,-0.121,1.001332113
1,25,1.02,0.066,-0.117,1.028807562
1,25,0.988,-0.063,-0.16,1.002852432
1,25,0.98,-0.039,-0.117,0.98772972
1,25,1.016,0.098,-0.098,1.025409187
1,25,0.996,-0.023,-0.145,1.006762137
1,25,0.984,-0.074,-0.125,0.994664265
1,25,1.043,0.102,-0.117,1.054486605
1,25,0.98,0.004,-0.133,0.988991911
1,25,1.047,0.105,-0.117,1.058736511
1,25,1,0.051,-0.129,1.009575158
1,25,0.996,-0.016,-0.113,1.002517332
1,25,0.977,0.09,-0.113,0.987622397
1,25,0.988,0,-0.125,0.995875996
1,25,1.012,0.039,-0.109,1.01860002
1,25,1.004,0.094,-0.133,1.017123886
1,25,1.023,0.051,-0.121,1.031392748
1,25,0.992,0.129,-0.156,1.012443085
1,25,1.023,0.039,-0.125,1.031346208
1,25,0.992,0.008,-0.141,1.002002495
1,25,0.973,-0.051,-0.113,0.980866454
1,25,0.98,-0.121,-0.145,0.998031062
1,25,0.984,0.043,-0.148,0.995996486
1,25,1.012,-0.02,-0.129,1.020384731
1,25,0.945,-0.129,-0.148,0.96517874
1,25,1.012,0.055,-0.137,1.022711103
1,25,1.031,-0.035,-0.129,1.039628299
1,25,0.965,-0.156,-0.152,0.989274987
1,25,1,0.066,-0.137,1.011496416
1,25,1.031,-0.02,-0.117,1.037810195
1,25,1.023,-0.086,-0.133,1.035187906
1,25,0.992,0.105,-0.137,1.006905159
1,25,1.031,0.02,-0.117,1.037810195
1,25,0.984,0.09,-0.117,0.99501005
1,25,1.07,0.063,-0.152,1.082577018
1,25,1.012,-0.043,-0.129,1.021094511
1,25,0.98,-0.074,-0.121,0.990210584
1,25,1.035,0.098,-0.121,1.046647027
1,25,1,-0.023,-0.152,1.011747498
1,25,0.961,-0.082,-0.117,0.971562659
1,25,0.988,0.039,-0.113,0.995205506
1,25,0.988,0.012,-0.141,0.998082662
1,25,1.051,0.098,-0.109,1.061171994
1,25,1,0.066,-0.141,1.012045948
1,25,0.996,-0.012,-0.137,1.005449651
1,25,1.016,0.031,-0.109,1.022300347
1,25,0.977,-0.039,-0.137,0.987329226
1,25,1.016,-0.012,-0.125,1.023730922
1,25,0.98,0.055,-0.117,0.988490769
1,25,0.949,-0.055,-0.125,0.958775782
1,25,1.031,-0.004,-0.121,1.038083812
1,25,0.977,0.031,-0.125,0.985451673
1,25,0.953,-0.063,-0.109,0.961279876
1,25,0.996,0.043,-0.117,1.003769894
1,25,0.969,-0.059,-0.164,0.984549643
1,25,0.98,-0.035,-0.121,0.988061739
1,25,1.035,0.066,-0.129,1.045094254
1,25,0.984,-0.063,-0.145,0.996619285
1,25,0.973,-0.07,-0.125,0.983490722
1,25,1.043,0.094,-0.113,1.053306223
1,25,0.969,-0.004,-0.16,0.98212881
1,25,0.965,-0.074,-0.117,0.97487948
1,25,1.02,0.09,-0.129,1.032056684
1,25,0.965,0.063,-0.141,0.977279387
1,25,1.027,0.102,-0.094,1.036324756
1,25,0.984,0.043,-0.141,0.994980402
1,25,0.992,-0.039,-0.121,1.000112994
1,25,0.953,-0.137,-0.125,0.970877438
1,25,1.004,0.082,-0.133,1.016085134
1,25,1,-0.016,-0.117,1.00694836
1,25,0.961,-0.082,-0.141,0.974744069
1,25,0.984,0.113,-0.133,0.999356793
1,25,0.992,0.027,-0.121,0.99971696
1,25,0.977,0.125,-0.152,0.996623299
1,25,1.008,0.074,-0.109,1.016573165
1,25,0.957,-0.027,-0.133,0.966574881
1,25,0.965,0.156,-0.121,0.984988325
1,25,0.984,-0.07,-0.141,0.996512418
1,25,0.988,-0.039,-0.148,0.999784477
1,25,0.957,0.137,-0.121,0.974299235
1,25,1,-0.074,-0.137,1.0120499
1,25,0.984,-0.023,-0.148,0.995333612
1,25,0.977,-0.031,-0.129,0.985967038
1,25,1.047,0.09,-0.113,1.056919108
1,25,0.98,0.027,-0.141,0.990459489
1,25,1.027,-0.047,-0.125,1.035646175
1,25,0.973,-0.141,-0.145,0.993798269
1,25,1.027,0.012,-0.133,1.035645692
1,25,1.047,-0.051,-0.113,1.054314469
1,25,0.973,-0.16,-0.156,0.998331107
1,25,0.984,0.047,-0.141,0.995161293
1,25,1.051,0.078,-0.113,1.05993113
1,25,1.027,0.027,-0.133,1.035928086
1,25,1.016,0.02,-0.125,1.023855947
1,25,0.969,-0.125,-0.145,0.987730226
1,25,0.984,-0.055,-0.129,0.993942654
1,25,1.023,0.035,-0.125,1.031202696
1,25,0.953,0.008,-0.133,0.962269193
1,25,1.035,0.09,-0.121,1.045928296
1,25,0.988,-0.035,-0.148,0.999636434
1,25,0.969,0.098,-0.117,0.980945462
1,25,0.996,0.105,-0.113,1.007874
1,25,0.992,-0.004,-0.141,1.001978543
1,25,0.984,-0.066,-0.129,0.994611985
1,25,0.98,0.109,-0.121,0.99343948
1,25,0.984,0.027,-0.121,0.991779209
1,25,1.035,0.098,-0.113,1.045752361
1,25,1.027,0.043,-0.125,1.035472356
1,25,1.031,-0.008,-0.109,1.036776736
1,25,0.973,-0.145,-0.156,0.996037148
1,25,0.988,0.094,-0.133,1.001333611
1,25,1.027,0.023,-0.117,1.033898931
1,25,1.031,0.035,-0.137,1.040651238
1,25,1.031,0.07,-0.121,1.040433563
1,25,0.973,-0.051,-0.141,0.984485145
1,25,0.984,-0.066,-0.125,0.994101101
1,25,1.043,0.09,-0.117,1.053393564
1,25,0.945,0.031,-0.141,0.955963911
1,25,1.043,-0.078,-0.113,1.051999049
1,25,0.977,-0.109,-0.145,0.99369764
1,25,0.98,-0.004,-0.145,0.990677041
1,25,0.969,-0.07,-0.117,0.978544838
1,25,1.023,0.027,-0.133,1.031962693
1,25,1.004,0.023,-0.164,1.017566214
1,25,1.039,0.082,-0.129,1.050183793
1,25,1,0.094,-0.133,1.0131757
1,25,1.012,-0.012,-0.129,1.020259281
1,25,0.938,0.02,-0.141,0.948749177
1,25,0.938,-0.035,-0.113,0.945430061
1,25,1.004,0.027,-0.105,1.00983662
1,25,0.973,-0.102,-0.148,0.989462986
1,25,0.945,-0.063,-0.117,0.954297124
1,25,1.004,0.012,-0.117,1.010865471
1,25,0.977,-0.105,-0.172,0.997566038
1,25,0.98,-0.066,-0.129,0.990654834
1,25,1.02,0.055,-0.121,1.028623352
1,25,0.984,-0.074,-0.152,0.998416747
1,25,0.988,-0.047,-0.129,0.99749386
1,25,1.035,0.078,-0.105,1.043232476
1,25,0.973,-0.047,-0.141,0.984286036
1,25,0.965,-0.066,-0.117,0.97430488
1,25,1.039,0.105,-0.117,1.050825866
1,25,0.961,-0.012,-0.148,0.972403723
1,25,1.012,-0.086,-0.16,1.028173137
1,25,0.945,0.055,-0.125,0.954816736
1,25,0.977,0.051,-0.152,0.990067674
1,25,1.039,0.105,-0.121,1.051278745
1,25,0.992,0.074,-0.137,1.004145906
1,25,1,-0.02,-0.125,1.007980655
1,25,1,-0.09,-0.141,1.013893979
1,25,0.988,0.102,-0.129,1.001593231
1,25,1,0.02,-0.109,1.006121762
1,25,0.984,0.082,-0.152,0.999041541
1,25,1.062,0.055,-0.156,1.074804633
1,25,1.016,-0.043,-0.133,1.025570085
1,25,0.973,0.129,-0.121,0.988944387
1,25,0.984,-0.094,-0.121,0.995857922
1,25,0.988,-0.031,-0.148,0.999504377
1,25,0.953,0.137,-0.117,0.969879889
1,25,1.023,-0.047,-0.129,1.032171982
1,25,0.984,-0.008,-0.148,0.995099995
1,25,0.969,-0.07,-0.113,0.978074639
1,25,1.02,0.078,-0.109,1.028768681
1,25,0.98,0.02,-0.129,0.988656159
1,25,0.969,-0.035,-0.148,0.980861866
1,25,0.969,-0.125,-0.152,0.988782079
1,25,1,0.059,-0.137,1.011063796
1,25,1.027,-0.059,-0.113,1.034881153
1,25,0.98,-0.156,-0.172,1.007134549
1,25,1.004,0.055,-0.133,1.014263279
1,25,1.043,-0.02,-0.117,1.049732347
1,25,0.984,-0.141,-0.156,1.006217173
1,25,0.98,0.086,-0.129,0.992187986
1,25,1.027,0.031,-0.109,1.033233275
1,25,0.984,0.082,-0.109,0.993408778
1,25,1.02,0.047,-0.125,1.028705011
1,25,0.973,-0.086,-0.152,0.988548937
1,25,0.965,-0.07,-0.125,0.975576752
1,25,1.047,0.078,-0.113,1.055964962
1,25,0.996,-0.012,-0.164,1.009483036
1,25,0.965,-0.074,-0.121,0.975367623
1,25,1.012,0.086,-0.117,1.022364416
1,25,0.973,-0.02,-0.145,0.983948169
1,25,0.961,-0.086,-0.105,0.970536965
1,25,1.035,0.059,-0.133,1.045177018
1,25,0.969,0,-0.141,0.979204779
1,25,1.031,0.094,-0.117,1.041866594
1,25,1.008,0.063,-0.133,1.018686409
1,25,0.996,-0.031,-0.121,1.003801773
1,25,0.969,-0.074,-0.121,0.979325278
1,25,0.996,0.094,-0.133,1.009227923
1,25,0.992,0.016,-0.125,0.9999725
1,25,0.98,-0.113,-0.148,0.997533458
1,25,0.953,-0.059,-0.102,0.960257257
1,25,0.992,0.004,-0.121,0.999360295
1,25,0.98,-0.129,-0.156,1.000688263
1,25,0.969,-0.039,-0.121,0.977303945
1,25,1.023,0.027,-0.125,1.030962172
1,25,0.977,-0.121,-0.164,0.998031062
1,25,0.949,-0.047,-0.117,0.957339543
1,25,1.027,0.063,-0.113,1.035116902
1,25,0.984,0.047,-0.145,0.995735909
1,25,1.031,0.09,-0.117,1.041513322
1,25,0.969,0.012,-0.141,0.979278306
1,25,0.977,-0.055,-0.117,0.985516616
1,25,0.984,-0.145,-0.148,1.005576949
1,25,1.012,-0.008,-0.133,1.02073356
1,25,0.977,0.094,-0.109,0.987545442
1,25,0.98,-0.148,-0.156,1.003314507
1,25,0.992,0.039,-0.137,1.002174635
1,25,1.051,-0.043,-0.117,1.058366194
1,25,0.984,-0.02,-0.152,0.995871478
1,25,0.988,0.078,-0.148,1.00206387
1,25,1.031,-0.02,-0.129,1.039231447
1,25,0.988,-0.102,-0.152,1.004814411
1,25,1,0.121,-0.137,1.016567755
1,25,0.969,-0.016,-0.141,0.979335489
1,25,0.957,-0.133,-0.145,0.9770174
1,25,0.992,0.105,-0.125,1.005342728
1,25,1.02,0.02,-0.121,1.027346582
1,25,0.98,0.141,-0.121,0.997457769
1,25,1.047,0.016,-0.145,1.057113996
1,25,0.98,-0.055,-0.152,0.993241662
1,25,0.98,-0.094,-0.129,0.99291339
1,25,1.031,0.074,-0.121,1.040710334
1,25,0.984,-0.02,-0.152,0.995871478
1,25,0.984,-0.031,-0.117,0.991416159
1,25,1.051,0.098,-0.109,1.061171994
1,25,0.996,-0.004,-0.141,1.005938865
1,25,0.973,-0.055,-0.117,0.981551323
1,25,1.055,0.113,-0.121,1.067911513
1,25,0.977,0.023,-0.141,0.987389994
1,25,1.07,0.066,-0.102,1.076875109
1,25,1,0.105,-0.133,1.014255392
1,25,1.008,0,-0.125,1.015720926
1,25,0.969,-0.137,-0.152,0.990370638
1,25,0.965,-0.02,-0.109,0.97134237
1,25,1.023,0.027,-0.121,1.030484837
1,25,0.992,-0.102,-0.152,1.008747739
1,25,0.953,-0.059,-0.117,0.961966216
1,25,1.027,0.063,-0.121,1.036020753
1,25,0.988,-0.063,-0.137,0.999440844
1,25,1.004,-0.07,-0.105,1.011899699
1,25,0.969,0.07,-0.137,0.981137095
1,25,0.984,-0.055,-0.152,0.997188548
1,25,0.973,-0.098,-0.117,0.984896949
1,25,1.027,0.055,-0.121,1.035565063
1,25,0.969,-0.039,-0.145,0.980564633
1,25,0.945,-0.023,-0.121,0.952992655
1,25,1.043,0.098,-0.113,1.053670727
1,25,0.957,0.074,-0.152,0.97181737
1,25,1.02,0.07,-0.109,1.028193075
1,25,0.984,0.09,-0.141,0.998116727
1,25,0.961,-0.027,-0.137,0.971091654
1,25,0.977,-0.133,-0.117,0.992928497
1,25,1,0.113,-0.137,1.015646592
1,25,1.012,-0.012,-0.121,1.019278667
1,25,0.973,-0.145,-0.16,0.99667146
1,25,0.992,0.07,-0.121,1.001800878
1,25,1.016,0.02,-0.121,1.023375298
1,25,0.973,0.133,-0.16,0.994996482
1,25,1,0.055,-0.117,1.008322369
1,25,0.945,-0.043,-0.133,0.955281634
1,25,1.008,0.059,-0.133,1.018446857
1,25,0.988,-0.09,-0.137,1.001505367
1,25,0.992,-0.023,-0.145,1.002805066
1,25,0.98,-0.063,-0.109,0.988053642
1,25,1.066,0.105,-0.117,1.077529582
1,25,0.969,0.031,-0.113,0.976058912
1,25,1.047,-0.059,-0.113,1.054731719
1,25,0.992,-0.133,-0.148,1.011759359
1,25,0.977,0.035,-0.133,0.98663215
1,25,1.055,-0.074,-0.125,1.06495352
1,25,0.992,-0.039,-0.145,1.003299556
1,25,0.984,0.063,-0.137,0.995486816
1,25,1.035,-0.031,-0.117,1.042053262
1,25,0.977,-0.125,-0.156,0.997241194
1,25,1.004,0.09,-0.137,1.017292976
1,25,1,0,-0.121,1.0072939
1,25,0.988,0.125,-0.129,1.004196196
1,25,1.012,0.055,-0.125,1.021172855
1,25,0.969,-0.074,-0.141,0.981996945
1,25,0.961,-0.094,-0.105,0.971278539
1,25,1.035,0.027,-0.125,1.042870558
1,25,0.973,-0.07,-0.145,0.986232224
1,25,0.957,-0.063,-0.117,0.96618166
1,25,1.047,0.07,-0.113,1.055404188
1,25,0.988,-0.051,-0.156,1.001539315
1,25,0.988,-0.039,-0.125,0.996639353
1,25,1.043,0.113,-0.109,1.054750681
1,25,0.969,-0.016,-0.141,0.979335489
1,25,0.977,-0.07,-0.117,0.986467435
1,25,1.031,0.113,-0.121,1.044208313
1,25,0.973,0.027,-0.148,0.984561831
1,25,1.043,0.094,-0.117,1.053742853
1,25,0.996,0.059,-0.129,1.006050695
1,25,1.012,-0.008,-0.117,1.0187723
1,25,0.977,-0.148,-0.125,0.996021084
1,25,1.004,0.082,-0.133,1.016085134
1,25,1.016,0.023,-0.125,1.023918942
1,25,0.988,-0.07,-0.145,1.001033965
1,25,0.961,-0.051,-0.113,0.96896388
1,25,1.02,0.031,-0.117,1.027156269
1,25,0.988,-0.066,-0.148,1.001201278
1,25,0.965,-0.082,-0.121,0.976007172
1,25,0.996,0.008,-0.117,1.002880352
1,25,0.973,0.129,-0.152,0.993213975
1,25,1.055,0.105,-0.117,1.066648489
1,25,0.992,0.004,-0.148,1.002987537
1,25,0.973,-0.066,-0.121,0.98271359
1,25,1.02,-0.043,-0.121,1.028051555
1,25,0.98,0.031,-0.148,0.991597196
1,25,0.988,-0.063,-0.125,0.997866725
1,25,0.98,-0.102,-0.133,0.994229853
1,25,1,0.074,-0.141,1.012599131
1,25,1.035,-0.035,-0.129,1.043595228
1,25,0.965,-0.148,-0.141,0.986412693
1,25,0.992,0.082,-0.129,1.003707627
1,25,1.031,-0.016,-0.113,1.03729745
1,25,0.98,-0.152,-0.164,1.00518655
1,25,1.004,0.063,-0.137,1.015260558
1,25,1.051,-0.027,-0.133,1.059725908
1,25,0.988,-0.105,-0.148,1.004526257
1,25,1.004,0.117,-0.125,1.018493986
1,25,1.004,0.027,-0.121,1.011625425
1,25,0.984,0.09,-0.105,0.993670469
1,25,1.035,0.082,-0.109,1.043949232
1,25,0.984,-0.039,-0.148,0.995831813
1,25,0.973,-0.063,-0.117,0.982032077
1,25,1.043,0.113,-0.117,1.055607408
1,25,0.988,0.004,-0.152,0.999631932
1,25,1.074,-0.078,-0.133,1.08501106
1,25,0.988,-0.105,-0.145,1.004088642
1,25,0.996,0.035,-0.137,1.005987077
1,25,1.035,0.094,-0.121,1.046280077
1,25,1.016,0.082,-0.141,1.029009718
1,25,1.008,-0.004,-0.105,1.013461889
1,25,0.98,0.055,-0.121,0.988972194
1,25,0.949,-0.043,-0.125,0.958162304
1,25,1.016,0.031,-0.117,1.023184245
1,25,0.969,-0.07,-0.145,0.982286109
1,25,0.949,-0.063,-0.094,0.955722763
1,25,1.008,0.059,-0.129,1.017932218
1,25,0.977,-0.074,-0.145,0.990469586
1,25,0.973,-0.098,-0.121,0.98538013
1,25,1.023,0.043,-0.125,1.031505211
1,25,0.973,-0.07,-0.152,0.987285673
1,25,0.969,-0.023,-0.117,0.976308865
1,25,1.027,0.086,-0.121,1.037673359
1,25,0.953,-0.027,-0.148,0.964801534
1,25,0.977,-0.063,-0.117,0.985995436
1,25,1.012,0.086,-0.098,1.020364641
1,25,1.047,0.047,-0.121,1.055016114
1,25,1.043,0.082,-0.121,1.05319229
1,25,0.996,0.105,-0.137,1.01084618
1,25,0.996,-0.023,-0.121,1.003586568
1,25,0.969,-0.145,-0.125,0.987730226
1,25,1.027,0.039,-0.137,1.03683123
1,25,1.004,0.012,-0.117,1.010865471
1,25,0.977,-0.133,-0.16,0.998908404
1,25,0.973,-0.043,-0.113,0.980483044
1,25,1.012,0.02,-0.121,1.019404238
1,25,1.051,-0.004,-0.125,1.058414853
1,25,0.965,-0.074,-0.121,0.975367623
1,25,1.035,0.055,-0.125,1.043970785
1,25,0.98,0.113,-0.148,0.997533458
1,25,1.062,0.102,-0.113,1.072854603
1,25,0.965,0.039,-0.121,0.973338071
1,25,0.977,-0.059,-0.125,0.986729446
1,25,0.992,-0.137,-0.152,1.012885482
1,25,0.969,0.031,-0.133,0.978576006
1,25,1,-0.059,-0.141,1.011613563
1,25,0.969,-0.047,-0.129,0.97867819
1,25,0.988,0.066,-0.141,1.000190482
1,25,1,-0.047,-0.129,1.009380998
1,25,0.973,-0.121,-0.141,0.990581143
1,25,1,0.086,-0.133,1.012464814
1,25,1.027,-0.02,-0.113,1.033391504
1,25,0.98,-0.145,-0.16,1.003506353
1,25,0.992,0.07,-0.129,1.002798584
1,25,1.016,0.004,-0.113,1.022272469
1,25,0.969,0.145,-0.117,0.986749715
1,25,1.012,0.004,-0.109,1.017860992
1,25,0.973,-0.07,-0.152,0.987285673
1,25,0.965,-0.074,-0.121,0.975367623
1,25,1.043,0.07,-0.121,1.052325995
1,25,0.984,-0.055,-0.16,0.998439282
1,25,0.996,-0.039,-0.121,1.004080674
1,25,1.043,0.098,-0.117,1.054107205
1,25,0.992,-0.023,-0.141,1.002234503
1,25,0.977,-0.066,-0.121,0.986674212
1,25,1.035,0.109,-0.109,1.046416265
1,25,0.988,0.008,-0.145,0.998615542
1,25,1.043,0.102,-0.125,1.055404188
1,25,0.988,0.066,-0.125,0.998060619
1,25,1.004,-0.008,-0.121,1.011296692
1,25,0.969,0.086,-0.117,0.979819371
1,25,0.973,-0.012,-0.133,0.982121174
1,25,1.012,0.023,-0.113,1.018548968
1,25,1.004,-0.086,-0.152,1.019076052
1,25,0.961,-0.051,-0.109,0.96850555
1,25,1.008,0.035,-0.125,1.016323767
1,25,0.984,-0.066,-0.148,0.99725423
1,25,0.965,-0.078,-0.117,0.975191263
1,25,0.988,0.039,-0.125,0.996639353
1,25,0.973,-0.086,-0.152,0.988548937
1,25,0.953,-0.082,-0.117,0.963650352
1,25,1.027,0.055,-0.113,1.034660814
1,25,0.965,-0.063,-0.156,0.979556022
1,25,1.008,-0.051,-0.121,1.016516601
1,25,1.047,0.082,-0.129,1.058099239
1,25,0.98,-0.012,-0.141,0.990164128
1,25,0.98,-0.066,-0.125,0.990141909
1,25,1.039,0.113,-0.117,1.051655362
1,25,1.004,0.031,-0.113,1.010814523
1,25,1.047,0.094,-0.109,1.056847198
1,25,0.988,0.086,-0.137,1.001153834
1,25,0.996,-0.02,-0.117,1.003047855
1,25,0.98,-0.156,-0.121,0.999688451
1,25,0.961,0.063,-0.121,0.970634329
1,25,1.012,0,-0.125,1.019690639
1,25,0.984,0.156,-0.145,1.006785479
1,25,1.012,0.043,-0.125,1.020596884
1,25,0.984,-0.074,-0.156,0.999033533
1,25,1.023,0.086,-0.117,1.033254083
1,25,0.98,-0.074,-0.109,0.988815959
1,25,0.977,-0.051,-0.148,0.98946147
1,25,0.965,0.109,-0.129,0.97966678
1,25,0.996,-0.109,-0.141,1.011819154
1,25,0.996,0.004,-0.141,1.005938865
1,25,0.988,-0.066,-0.121,0.997567542
1,25,0.992,-0.117,-0.137,1.008227157
1,25,0.988,0.016,-0.148,0.99915164
1,25,1.043,-0.09,-0.125,1.054312098
1,25,0.98,-0.066,-0.16,0.995166318
1,25,0.988,0.027,-0.141,0.998375681
1,25,1.027,-0.035,-0.117,1.034235466
1,25,0.98,-0.125,-0.148,0.998963963
1,25,0.996,0.066,-0.137,1.007542059
1,25,1.02,-0.016,-0.133,1.028758961
1,25,0.996,-0.133,-0.152,1.016272109
1,25,0.996,0.031,-0.129,1.004797492
1,25,1.027,0.035,-0.125,1.035171
1,25,1.012,0.152,-0.121,1.030479985
1,25,1.039,0.023,-0.129,1.047230156
1,25,0.977,-0.102,-0.152,0.994000503
1,25,0.961,-0.051,-0.129,0.970959834
1,25,1.023,0.063,-0.113,1.031148389
1,30,0.973,0.027,-0.145,0.984115339
1,30,0.996,0.066,-0.137,1.007542059
1,30,1.012,-0.008,-0.117,1.0187723
1,30,0.945,0.008,-0.145,0.956093092
1,30,0.949,-0.004,-0.102,0.954474201
1,30,1.016,0.016,-0.113,1.022389847
1,30,1.008,-0.043,-0.148,1.019714176
1,30,0.965,-0.02,-0.117,0.972272596
1,30,1.012,0.02,-0.121,1.019404238
1,30,0.984,-0.059,-0.137,0.995241679
1,30,0.965,-0.047,-0.113,0.972729664
1,30,1.027,0.043,-0.117,1.034537095
1,30,0.965,-0.059,-0.148,0.978064415
1,30,0.953,-0.047,-0.113,0.960826207
1,30,1.039,0.066,-0.109,1.046784601
1,30,0.977,-0.055,-0.152,0.990281778
1,30,0.953,-0.055,-0.109,0.960788738
1,30,1.02,0.07,-0.125,1.030012136
1,30,0.965,-0.035,-0.141,0.97587448
1,30,0.988,-0.074,-0.113,0.997190554
1,30,0.941,0.051,-0.113,0.949131708
1,30,0.977,0.074,-0.145,0.990469586
1,30,1.039,0.09,-0.117,1.04943318
1,30,1.023,0.012,-0.125,1.030678417
1,30,1.012,-0.027,-0.109,1.018211177
1,30,0.973,-0.152,-0.164,0.99836316
1,30,1.008,0.055,-0.148,1.020290645
1,30,1.004,0,-0.113,1.010339052
1,30,0.969,0.129,-0.156,0.989918178
1,30,1.031,0.023,-0.121,1.038330872
1,30,0.977,-0.078,-0.16,0.993082575
1,30,0.977,0.133,-0.117,0.992928497
1,30,1.004,-0.043,-0.121,1.012178838
1,30,0.984,-0.055,-0.152,0.997188548
1,30,0.98,0.09,-0.113,0.990590228
1,30,0.992,-0.078,-0.145,1.005570982
1,30,0.98,-0.051,-0.152,0.993028197
1,30,0.992,-0.043,-0.125,1.000768705
1,30,1.043,0.07,-0.105,1.050606492
1,30,0.973,-0.023,-0.156,0.985694679
1,30,1,-0.008,-0.129,1.008317906
1,30,1.051,0.07,-0.133,1.061692046
1,30,0.98,0.02,-0.141,0.990293391
1,30,1.023,-0.043,-0.113,1.030119896
1,30,0.98,-0.133,-0.145,0.999556902
1,30,1,0.012,-0.129,1.008357575
1,30,1.035,-0.039,-0.113,1.041880511
1,30,0.98,-0.152,-0.152,1.00329856
1,30,0.992,0.039,-0.129,1.001112381
1,30,1.039,0.035,-0.113,1.045712676
1,30,0.977,0.129,-0.129,0.993886814
1,30,1.02,0.023,-0.125,1.027888126
1,30,0.973,-0.094,-0.16,0.990537733
1,30,0.969,-0.055,-0.125,0.978576006
1,30,1.02,0.035,-0.117,1.027284771
1,30,0.98,-0.082,-0.152,0.995102005
1,30,0.977,-0.031,-0.133,0.986498353
1,30,1.031,0.047,-0.125,1.039612909
1,30,0.953,-0.059,-0.148,0.966226681
1,30,0.965,-0.031,-0.113,0.972087959
1,30,1.051,0.078,-0.117,1.060365031
1,30,0.941,-0.043,-0.148,0.953537624
1,30,0.969,-0.051,-0.109,0.976444059
1,30,1.02,0.078,-0.125,1.030586726
1,30,1.051,0.035,-0.113,1.057636516
1,30,1.031,0.066,-0.109,1.03884455
1,30,0.996,0.074,-0.141,1.008649097
1,30,1.012,-0.02,-0.129,1.020384731
1,30,0.965,-0.137,-0.117,0.981673571
1,30,0.988,0.063,-0.133,0.998900395
1,30,1.004,-0.008,-0.117,1.0108259
1,30,0.988,-0.148,-0.121,1.0063245
1,30,0.949,0.063,-0.117,0.958258316
1,30,1.012,0.008,-0.125,1.019722021
1,30,0.98,0.125,-0.141,0.997950901
1,30,1,0.035,-0.117,1.007429402
1,30,0.969,-0.063,-0.16,0.984139218
1,30,0.973,0.09,-0.121,0.984616677
1,30,0.996,-0.059,-0.109,1.003682221
1,30,0.98,-0.059,-0.152,0.993471187
1,30,0.953,0.078,-0.129,0.964849211
1,30,1.004,-0.098,-0.148,1.019570498
1,30,0.973,-0.027,-0.156,0.985796125
1,30,0.965,0.102,-0.117,0.977403704
1,30,0.988,-0.113,-0.125,1.002266432
1,30,0.938,0.035,-0.129,0.947475593
1,30,1.023,-0.059,-0.125,1.032295985
1,30,0.984,-0.121,-0.148,1.002397626
1,30,0.984,0.016,-0.148,0.995196463
1,30,1.059,-0.063,-0.113,1.06687347
1,30,1.043,-0.074,-0.133,1.054046489
1,30,0.988,0.031,-0.145,0.999064562
1,30,1.051,-0.035,-0.113,1.057636516
1,30,1.012,-0.09,-0.141,1.025731446
1,30,1.012,0.055,-0.168,1.027323221
1,30,1.082,0.039,-0.141,1.091845227
1,30,0.988,0.102,-0.125,1.00108591
1,30,1.012,0.023,-0.113,1.018548968
1,30,0.969,-0.027,-0.148,0.980608994
1,30,0.938,-0.043,-0.148,0.950577193
1,30,1.016,0.051,-0.109,1.023102145
1,30,0.977,-0.078,-0.156,0.992445968
1,30,0.945,-0.047,-0.113,0.952891914
1,30,1.008,-0.004,-0.129,1.016228813
1,30,1,-0.07,-0.129,1.010713115
1,30,0.996,0.109,-0.141,1.011819154
1,30,1.023,0.055,-0.121,1.031598275
1,30,0.988,-0.051,-0.137,0.998756227
1,30,0.977,-0.031,-0.125,0.985451673
1,30,1.039,0.074,-0.109,1.047319436
1,30,0.965,-0.043,-0.145,0.976779914
1,30,0.98,-0.051,-0.109,0.987361129
1,30,1.051,0.094,-0.117,1.061661905
1,30,0.941,0.008,-0.16,0.954539156
1,30,1.043,0.074,-0.129,1.053549239
1,30,0.996,0.059,-0.145,1.008227157
1,30,1,-0.023,-0.117,1.007083909
1,30,0.977,-0.129,-0.117,0.992400625
1,30,0.988,0.063,-0.117,0.996896183
1,30,1.008,-0.02,-0.109,1.014073469
1,30,0.984,-0.125,-0.148,1.002888329
1,30,0.98,0.094,-0.125,0.992401632
1,30,1.02,0.031,-0.121,1.027619579
1,30,0.945,0.074,-0.164,0.961975571
1,30,1.043,0.063,-0.121,1.051883549
1,30,0.992,-0.043,-0.148,1.003900892
1,30,0.961,0.113,-0.121,0.97515691
1,30,0.992,-0.098,-0.105,1.002343753
